Timestamp,Subject ID,Snellen chart ,Ishihara's tests,Order,Wiek,Wykszta?cenie,"Jak najcz??ciej ogl?da Pani/Pan tre?ci wideo (programy, filmy, teledyski itd.)",Czy posiada Pani/Pan telewizor w domu w którym Pani/Pan mieszka?,P?e?,"Jak czesto oglada Pan/Pani filmy, programy itd.",Timestamp,Subject ID,Co podoba?o si? Pani/Panu w tej sesji,Co NIE podoba?o si? Pani/Panu w tej sesji,Co podoba?o si? Pani/Panu w tej sesji,Co NIE podoba?o si? Pani/Panu w tej sesji,Co podoba?o si? Pani/Panu w tej sesji,Co NIE podoba?o si? Pani/Panu w tej sesji,Co podoba?o si? Pani/Panu w tej sesji,Co NIE podoba?o si? Pani/Panu w tej sesji,Co podoba?o si? Pani/Panu w tej sesji,Co NIE podoba?o si? Pani/Panu w tej sesji,Co podoba?o si? Pani/Panu w tej sesji,Co NIE podoba?o si? Pani/Panu w tej sesji,Czy instrukacja i sesja treningowa wyja?nia jak b?dzie przeprowadzany eksperyment? Czy brakowa?o Pani/Panu jakiej? informacji? Je?eli tak to jaka to informacja? ,W jaki sposób podejmowa?a Pani/Pan decyzj? o jako?ci sekwencji?  ,Cz??? filmów powtarza?o si? wielokrotnie. Jak to wp?ywa?o na sposób oceny jako?ci przez Pani?/Pana?,Niektóre filmy pojawia?y si? tylko raz. Jak to wp?ywa?o na sposób oceny jako?ci przez Pani?/Pana?,Je?eli Pani/Pan zobaczy? now? tre??/film jak zainteresowanie samym filmem wp?ywa?o na sposób oceny lub sam? ocen? jako??i?,Czy eksperyment by?:,Kiedy ?atwo by?o si? Pani/Panu skupi? na zadaniu?,Kiedy trudno by?o si? Pani/Panu skupi? na zadaniu?,"Czy stara?a si? Pani/Pan poda? t? sam? ocen? tylko dlatego, ?e film by?a podobna do poprzednio ocenionego? ",Czy uczestniczy?a Pani/Pan w eksperymencie subiektywnym? ,Na czym polega? ten eksperyment/eksperymenty? ,Prosz? porówna? dzisiejszy i poprzednie eksperymenty. Jakie cechy bardziej podoba?y si? w ka?dym z eksperymentów. 
2/10/2016 9:49:24,1/22/1900 0:00:00,"L,Y,Z,I,P,D","12,8,5,29,74,7,45,2,-","22	3_CD	1_SRC	2_RSRC	4_RSRC	6_CD	5_CD",2/1/1900 0:00:00,?rednie,Laptop. Zdarza si? telewizor jak d?u?sze filmy i cz?sto te? na telefonie.,Tak,M,1/0/1900 10:48:00,2/10/2016 9:45:32,22,By?y takie momenty gdzie pocz?tek s?abszy i potem si? poprawia?. Tu ocena trudniejsza. Cz??? obrazu ok a pewne fragmenty s?absze. Tu te? trudniej ocenia?.,,"Nie by?o takich rozbie?no?ci jak w tych poprzednich. Cz?sto zbli?ona jako??, bardzo ma?o si? ró?ni?y filmy.",,Pocz?tek jest gorszy a potem si? poprawia to ?atwiej da? gorsz? ocen?. dla odwrotnej kolejno?ci raczej gorsza jako??. Efekt kafelkowania jest bardziej uci??liwy ni? rozmycie. Ci??ej oceni? filmiki gdzie jest du?o ruchu.,"Hmm. Tam gdzie by?y filmiki, które si? powtarza?y by?a wi?ksza trudno?? w ocenie (???) bo czasami mia?em wra?enie, ?e da?em inn? ocen? i po kolejnym obejrzeniu mia?em wra?enie, ?e chcia?em inn? ocen?. W ostatnim nie by?o problemu z takim porównywaniem.",brak,,brak,,"brak. Wra?enie, ?e jak jest ciemniejszy obraz to ?atwiej wybaczy? utrat? jako?ci. Dla jasnego trudniej.",,tak,"Wra?enie, nie analizowa?em tego. Na zasadzie pierwszego wra?enia. Dopytany o rozmycie potwierdza, ?e rozmycie mniej wp?ywa ni? efekt kafelków.",Mo?e troch? flus truj?ce.,"Jak mia?em wra?enie, ?e filmy si? powtarzaj? to ocenia?em ni?ej. Czyli dla nowych ocena mog?a by? wy?sza. ",Ocena by?a wy?sza jak film by? po raz pierwszy wy?wietlany. Pozytywny wp?yw. (nie to pytanie :() ,3,Na pocz?tku.,Ten ostatni to poczucie znu?enia.,,Nie,,
2/10/2016 14:26:16,1/23/1900 0:00:00,(12.5) z b??dem (10) ok,"12,8,5,29,71,7,45,2,-","23	3_CD	2_RSRC	1_SRC	5_CD	4_RSRC	6_CD",2/14/1900 0:00:00,?rednie,Laptop pod??czony do monitora. Czasami te? na telefonie.,Nie,M,1/1/1900 0:00:00,2/10/2016 14:09:06,23,"brak, troch? nudno, ale ok.",,brak. Czy monitor jest na tyle dobry ?e nie przek?amuje tego obrazu.,,brak,W pierszej by?o gorzej. W drugiej lepiej. W trzeciej by?o coraz wi?cej lepszych. W trzeciej da?em bardzo dobre mo?e 2-3 razy. Wcze?niej ko?czy? Pan na dobrych. Dopytanie: w której cz??ci naj?atwiej ocenia? jako??. W pierwszej ?atwo - same z?e. W drugiej bardziej si? zastanawia? nad wyborem.,"brak. Mam kryteria, wymagania od obrazu. Dla dokumentu mo?e by? jako?? gorsza ni? dla filmu przyrodniczego. Jest nudny ten eksperyment.",,brak,,brak,,tak,"Nie cierpi? pikseli. To co widz? jest decyduj?ce. Ostro??. Zale?y od obrazu. Dla niektórych obrazów nie wymagam super jako?ci, filmy przyrodnicze lub ?adne zdj?cia potrzebuj? lepszego obrazu. Dokumentalne lub wywiady nie ma wymagania jako?ci. Jestem fanem ta?my filmowej nie blue reya, ale specjalnie spikselowane przeszkadza.",Zaczyna by? znu?enie. Zaczyna my?le? si? ile razy si? to powtórzy. Ale ró?ni?y si? jako?ci?. ,Nie zastanawia?em si? w trakcie. Nie denerwowa?a mnie powtarzalno?? filmów.,"Nie by?em ciekawy czy zobacz? co? interesuj?cego, czy zobacz? co? co mnie zaskoczy. Zastanawia?em si? czy b?dzie jaki? obraz ostry, pornografia lub wojna, ale nic takiego nie by?o. ",2,Nie mia?em trudno?ci ze skupieniem.,brak,,Nie,,
2/10/2016 15:51:22,1/24/1900 0:00:00,"(5.0)U,Y,E,(5.5)Z,L,F","12,8,5,29,74,7,45,2,-","24	1_SRC	2_RSRC	3_CD	6_CD	4_RSRC	5_CD",1/22/1900 0:00:00,Studiuj?,"Na laptopie. Telewizor tylko w domu (bardzo rzadko), telefon zdarza si?.",nie,M,1/3/1900 12:00:00,2/10/2016 15:49:28,24,"brak. Filmiki mi si? podoba?y, czasami naprad? dobra jako??, np. odbicie na srebrnym elemencie. ",,Te filmy ró?ni? si? jedynie rozdzielczo?ci?. ,,Filmiki coraz bardziej ró?norodne. Czerwone kwiatki i ogie? zwracaj? uwag?. ,"Druga sesja naj?atwiejsza do ocena. W pierwszym si? wszystko myli bo ci?gle ten sam filmik. W trzeciej by?o ci??ko oceni? jako??. Mimo tego, ?e by?y ró?ne filmiki by?a nudniejsza ni? ta gdzie by? ci?g. ",brak,,brak,,"brak, ma?o ró?ni?a si? od poprzednich. Na ró?nych kadrach by?y ró?ne rozdzielczo?ci.",,tak,"Mia?em po pierwszej drugiej sesji jaki? standard. Bardzo dobra to idealna, jak co? zazgrzyta?o to dobra. S?aba to kwadraty a z?a to jak si? nie da?o rozpozna? nic na obrazku.",Czasem jest problem z rozró?nieniem. Szuka? Pan czym si? te filmy ró?ni?. ,Lepiej si? ocenia?o bo widzia?em co? nowego. Bardziej skupia?em si? na filmie.,Nie wp?ywa?o. Patrzy?em na sam? jako??. ,4,Kiedy kolejne filmy ró?ni?y si? od siebie. Najlepiej by?o w drugiej sesji bo by? ci?g filmów.,Kiedy widzia?em jeden film co trzeci czwarty filmik. ,,Nie,,
2/11/2016 10:05:08,1/25/1900 0:00:00,"L,Y,Z,D,P,L","12,8,5,29,21,7,45,2,-","25	1_SRC	3_CD	2_RSRC	6_CD	5_CD	4_RSRC",1/19/1900 0:00:00,Studiuj?,"Na laptopie. Te? na telewizorze, te? komórka. Nie mam teraz telewizora, ale te? ogl?dam. Jak filmy to raczej z laptopa. Filmy ?ci?gane, youtube.",nie,K,1/2/1900 0:00:00,2/11/2016 10:00:56,25,brak. Dopytana: Nudne i proste.,,brak.,,brak,"?atwiej si? ocenia jak si? powtarzaj?. Jak s? ci?gi filmów to ju? ci??ej oceni?. Dopytanie: zm?czenie. Pod koniec ci??ej si? skupi?. Mo?e by? tak, ?e filmy podobnej jako?ci s? ró?nie ocenione. Dopytanie: rodzaj sesji na zm?czenie. Ci?g dalszy filmu to mniej si? na nim skupiam (???)",brak,,brak,,brak,,tak,"Bior?c pod uwag? piksele i jako?? obrazu po prostu, to czy by?o przyjemne w odbiorze.",Nie wp?ywa?o.,Nie wp?ywa?o.,"Mo?liwe, ?e by?a bardziej przemy?lana.",2,Na pocz?tku.,Jak zapomina?am patrze?. Raczej ?wiadomie ogl?da?am.,,Nie,,
2/11/2016 12:30:27,1/26/1900 0:00:00,"L,Y,Z,D,P,L","12,8,5,29,74,7,45,2,-","26	2_RSRC	1_SRC	3_CD	4_RSRC	5_CD	6_CD",2/2/1900 0:00:00,Wy?sze,"Telewizor lub laptop (rzadziej laptop), telefon nie. G?ównie bajki dzieci?ce. ",tak,K,1/2/1900 0:00:00,2/11/2016 12:27:58,26,"Cz??? filmów nie ostra. Jedn obraz po drugim i si? nak?ada?y, nie wiadomo czy celowe czy to b??d. Szybko?? zmiany obrazów, nie wiadomo czy celowa czy przypadkowa. Troch? jest to dekoncentruj?ce. Sam system oceniania nie mam komentarzy. Lepiej osobno ocenia? ostro?? obrazu, ostro?? barw. ",,Brak. Czy jako?ciowo powtarzaj? si? filmiki? Zastanawia si? Pani czy nie zmienia si? jej opinia mimo pokazywania identycznych filmów.,,brak,"Zdecydowanie ten trzeci sposób 3_CD, bo wi?cej krajobrazów, spokojnych scen. Oko bardziej odpoczywa przy takich filmikach. Zdecydowanie gorzej ogl?da si? ten zespó?, dynamika utrudnia. Zabawki gdzie by?o du?o kolorów, wysoki kontrast te? si? ?le ogl?da. Tam gdzie rozdzielczo?? jest niska ?le si? to obiera. 
Bardziej miarodajna sesja wydaje si? sesja z powtarzaj?cymi si? filmikami. Tam mo?na bardziej obiektywnie oceni? w?a?ciwo?ci ludzkiego oka. Przez porównanie swoich ocen. Jak oceniam trzy obrazki w tej samej jako?ci pokazane w tym samym czasie. Mo?e ocenia? inaczej w czasie.",brak,,brak,,brak,,tak,"Ostro?? obrazu. Nasycenie barw. Tempo zmiany kadrów, ew. nak?adanie si? na siebie. Tempo poruszania si? elementów mia?o wp?yw na jako??, dla szybszych obrazów cz??ciej. Kontrast te?.",Do ka?dego stara?am si? podchodzi? indywidualnie. Stara?am si? oceni? tak samo jak by?y podobne. Porównywa?am dwa takie same.,Nie mia?o to znaczenia.,"Mam nadziej?, ?e nie wp?ywa?o. Jedne tre?ci by?y przyjemniejsze dla oka inne mniej, ale stara?am si? bra? pod uwag? tylko sam obraz. Przyjemniejsze bardziej stonowane, mniej nasycone kolory, elementy z umiarkowanym kontrastem. Nie za jaskrawe kolory. Na pewno obrazy mniej ruchome, widoki. ",5,Jak by?y mniej ruchome obrazy. Nie jaskrawe tylko stonowane barwy,"Przy szybkiej zmianie obrazu, przy jaskrawych obrazach i licznych ruchomych elementach.",,Nie,,
2/11/2016 13:56:32,1/27/1900 0:00:00,"L,Y,Z,O,P,L","12,8,5,29,74,7,45,2,-","27	2_RSRC	3_CD	1_SRC	4_RSRC	6_CD	5_CD",,,,,,,2/11/2016 13:55:22,27,"Dra?ni?ce jest, ?e obraz jest taki w kratk? dla niektórych filmów. Jak si? nie widzi czyjej? twarzy to fatalnie. ",,brak,,"SRC jak obraz jest bardzo dobry do cz?owiek si? rozlu?nia, ogl?da si? bez wysi?ku.",W tej ostatniej (SRC) by?o najwi?cej bardzo dobry i dobrych. Pani nie zauwa?y?a ró?nych sesji. Tam gdzie jest ?nie?enie to trudno jest oceni? czy obraz jest dobry czy s?aby.,S? ró?ne rodzaje z?ego obrazu.,,brak,,brak,,tak,"Czy to co chcia?am zobaczy? by?o wyra?ne, je?eli nie to bardzo z?a ocena.","Nie wp?ywa?o, zupe?nie mi to nie przeszkadza?o.",Zwraca?am uwag? czy dobrze mi si? to ogl?da czy si? m?cz? bo co? nie wida?. ,"Patrzy?am na g?ówny plan, ale stara?am si? zauwa?a? plan dalszy. Na obrazie czasem by?y obiekty ruchome i nie ruchome i stara?am si? zobaczy? jak si? maj? obiekty ruchome i nie ruchome.",5,"?atwiej jak obraz bardzo dobry, to bez wysi?ku. Jak co? si? dzia?o to zastanawia?am si? jak bardzo negatywnie. Te plamy przys?ania?y tre??.","Je?eli to by?a powtórka obrazu i przyrównywa?am czy obraz jest lepszy czy gorszy. To by?o najtrudniejsze. ?eby nie okaza?o si?, ?e obraz by? lepszy a ja mu da?am gorsz? ocen?.",,Tak,"Taki sam eksperyment, nie w 3D. Najprawdopodobniej VQEG Hybrid ","Porównywalne. Wydaje si? Pani, ?e by?a wtedy bardziej ?agodna dla tych anomalii obrazu. W telewizji Pani zobaczy?a Pani zniekszta?cenia i jednak takie nie mog? przej??. Po te?cie zrobi?a si? Pani bardziej krytyczna. "
2/11/2016 16:03:44,1/28/1900 0:00:00,"L,Y,Z,D,P,L","12,8,5,20,74,7,45,2,-","28	3_CD	1_SRC	2_RSRC	5_CD	4_RSRC	6_CD",1/23/1900 0:00:00,Wy?sze,"Na laptopie. Praktycznie tylko bo rzadko korzysta Pani z telewizji. Na telefonie rzadziej, cz??ciej na tablecie. Zarówno streaming jak i downloading.",nie,K,1/1/1900 0:00:00,2/11/2016 15:46:33,28,brak,,"Krotno?? powtarzania sekwencji, tych samych filmików, jest do?? nu??ca. Po obejrzeniu który? raz ten sam filmik to zaczynam mie? w?tpliwo?ci co do poprzedniej odpowiedzi.",,"Wydawa?o si?, ?e wi?cej filmików mia?o wysok? lub dobr? jako??.","Najgorzej ocenia si? jako?? w przypadku drugim, gdzie ca?y czas s? te same filmiki z ró?n? jako?ci? bo gubi si? cz?owiek jaka to jako??. Ta druga (SRC) by?a i nu??ca i nie wiadomo co s?dzi?.","Wydawa?o si?, ?e wi?cej filmików o dobrej jako?ci. Dla niektórych teraz dobra jako?? a wcze?niej beznadziejna. Kontynuacja meczu to ta ostatnia scena mia?a najgorsz? jako?? a dwie poprzednie w miar? ok.",,brak,,brak,,tak,"Na podstawie w?asnych odczu?. Jak najszybciej, ?eby to by?a najlepsza decyzja. ?eby nie zag??bia? si? czy to to lub to. ",Wzbudza?o to we mnie w?tpliwo?ci.,By?o to ?atwiejsze do oceny.,Zale?y od tre?ci. Bardzo zainteresowa?y mnie tre?ci zwi?zane ze sportem a mniej te przyrodnicze.,3,Kiedy te tre?ci wzbudza?y we mnie zainteresowanie.,Na przyrodniczych.,,Nie,,
2/11/2016 17:34:35,1/29/1900 0:00:00,"L,Y,Z,D,P,L","12,8,5,29,74,7,45,2,-","29	3_CD	2_RSRC	1_SRC	5_CD	6_CD	4_RSRC",1/21/1900 0:00:00,Studiuj?,"Na laptopie, tablecie, telefonie, bardzo ma?o ogl?dam, nigdy nie oceniam pod wzgl?dem jako?ci, jest telewizor ale nikt go nie ogl?da. G?ównie ogl?danie tuto riali. ",nie,K,1/1/1900 12:00:00,2/11/2016 17:30:57,29,W niektórych jak jest dobrze i bardzo dobrze ostro?? to nie wiadomo jak to ustawi? bo na pocz?tku piksele a potem pi?knie to stara?am si? zakwalifikowa? to wy?ej. Ze ?niegiem ci??ko zobaczy? jako??.,,"brak, jest coraz ci??ej ocenia?. Poniewa? ca?y czas si? ma w g?owie jak si? oceni?o poprzednie. Zdecydowanie chcia?abym mie? punkty pomi?dzy bardzo dobrym i dobry i pomi?dzy ?rednim i s?abym.",,"Tym razem bardziej doskwiera? mi brak wi?kszej skali. Przez to, ?e si? powtarza?y zastanawia?am si? czy na pewno jest to bardzo dobrzej jako?ci czy nie. Z dobry i bardzo dobry jest najwi?kszy problem. ","Najlepiej w drugiej. Ma si? porównanie. Mo?na najbardziej obiektywnie porówna?. W trzeciej najgorzej. Dopytanie: o te same filmiki. Przez to, ?e s? te same to próba konsystencji strasznie utrudnia ocen?. ","brak. Teraz ju? zwróci?am uwag?, ?e ?adne si? nie powtórzy?y.",,"Im bardziej filmik jest dynamiczny tym gorzej si? go ocenia. Je?eli filmiki s? bardziej kolorowe ?atwiej oceni?, maj? te? lepsz? ocen?. ",,to samo co wcze?niej.,,tak,"Patrzy?am przede wszystkim na piksele, na rozmiar piksela. Na szczegó?owo?? ima bardziej szczegó?owy i dynamiczny filmik to jako?? spada?a. Trawa czy li?cie przy gorszej jako?ci to od razu ocena spada?a. Brakowa?o na skali rewelacyjne/genialne dla naprawd? dobrych filmików.",Niestety wp?dza?o mnie w zak?opotanie i negatywnie odbi?o si? na ocenie gorszych filmików. ,?atwiej mi by?o oceni? pod wzgl?dem jako?ci bo nie by?o porównania. Nawet staraj?c si? nie porównywa? to ci??ko to wyeliminowa?. Te które si? powtarza?y by?y naj?atwiejsze do oceny.,Niestety pod koniec wp?ywa?o. Bo mia?am filmiki ulubione i nie. Stara?am si? tego nie bra? pod uwag?. Bardziej podoba?y si? filmiki z nurkiem.,4,Szczególnie na pocz?tku. Pierwsze cztery sekcje. 5 i 6 trzeba by?o si? stara?.,Pod koniec.,,Nie,,
2/14/2016 19:17:01,1/30/1900 0:00:00,,,"0	1_SRC	2_RSRC	3_CD	4_RSRC	5_CD	6_CD",1/11/1900 0:00:00,Studiuj?,"Na telewizorze, komputerze lub tablecie",tak,M,1/1/1900 0:00:00,2/14/2016 19:14:26,30,"Powtarza?a si? cz??? filmików, ale ró?ni?y si? bo niektóre by?y zamazane a niektóre normalne. Dopytanie: czy te ró?nice wp?ywaj? na ocen?? Tak.",,brak,,W tej se,"Niektóre filmy by?y tak s?abe, ?e nic nie by?o wida? a niektóre, ?e wszystko by?o wida? dobrze. Dopytanie: nudne? Ten test jest nudny. SRC najgorsze, RSRC po ?rodku. CD najlepsza. W pierwszej by?o ci??ko ocenia?. Bo niektóre filmy by?y z?e a niektóre s?abe i nie wiadomo jak to oceni?. W nast?pnych sesjach tak nie by?o. ",Z tych wszystkich trzech cz??ci tu si? wszystkie powtarza?y.,,Tyko dwóch filmów nie by?o tych samych.,,brak,,tak,"Bardzo dobra nie by?a w ogóle zamazana, ta z?a by?a bardzo zamazana, ?e nic nie by?o wida?.",To zale?a?o od ostro?ci obrazu. Nie mia?o znaczenia.,Nie wp?ywa?o.,"Nie wp?ywa?o. 
Dopytanie: By?y interesuj?ce filmy? Tak, tacy dwaj ch?opcy id? i przechodz? przez barierki i chyba chc? si? w?ama? do sklepu. Potem przyjerzdza policja. ",1,Kiedy by? obraz niezamazany.,Kiedy by? zamazany. Czas trwania nie ma znaczenia.,,Nie,,
2/14/2016 20:23:07,1/31/1900 0:00:00,,,"1	1_SRC	3_CD	2_RSRC	4_RSRC	6_CD	5_CD",1/13/1900 0:00:00,Studiuj?,"Na telefonie. Rzutnik, ew. telewizor. Seriale przez www. ew. youtube. ",tak,K,1/1/1900 0:00:00,2/14/2016 20:20:34,31,jeszcze mniej filmów ni? w zesz?ym roku.,,przynajmniej by?y ró?ne filmiki. ,,"Brak, powtarza?y si? ca?y czas trzy filmy. Znaczy te same, ale w ró?nych uj?ciach. 
","Dla której najwygodniej ocenia si? jako??: Tam gdzie w kó?ko lec? te same. 
Inne cechy sesji: T? ostatni? (RSRC) ocenia?o si? najtrudniej. bo by?a podobna jako?? i ró?ne uj?cia i trudno si? ocenia. Tylko traoch? si? ró?ni?a. ","brak. Czasem pami?ta?am jak oceni?am filmik w poprzedniej sesji. Wtedy stara?am si? dawa? t? sam? ocen?. Jak by?am pewna, ?e to ten sam.
Jeszcze dwie? To mo?e prze?yje. ",,"brak, ?e te filmiki wcze?niej lecia?y i wiem, ?e oceni?am je inaczej ni? poprzednio.",,brak,,tak,Ocenia?am jak wygl?da ogólnie ca?o??. Patrzy?am czy mo?na rozpozna? ró?ne przedmioty. Jak si? da?o to dawa?am ok jak nie to ni?ej.,"Wtedy porównywa?am je mi?dzy sob?, my?l?, ?e to hmm jak by?y podobne to przypomina?am sobie jak? ocen? da?am i ocenia?am podobnie.",Ocenia?am mniej dok?adnie bo patrzy?am bardziej co si? dzieje. Bardziej si? rozprasza?am akcj?. ,Raczej nie wp?ywa?a. Stara?am si? nie ocenia?.,2,?atwiej by?o si? skupi? na filmikach o gorszej jako?ci.,Trudniej na lepszej.,Tak,Tak,Taki sam Hybrid dla VQEG,"W tamtym by?o lepiej bo by? wi?kszy ekran i lepiej si? patrzy?o. Tu by?o lepiej bo by?a informacja, ?e si? jest w po?owie. Lepiej ocenia? na komputerze ni? tablecie."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
